Image#,Source PDF,Year,Type of Chart,Secondary Type Of Chart,Description,PDF Link
302,"Climate Change 2007: Impacts, Adaptation and Vulnerability",2007,Line Chart,None,"Estimates of people flooded in coastal areas due to sealevel rise, S",https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg2_full_report.pdf
303,"Climate Change 2007: Impacts, Adaptation and Vulnerability",2007,Line Chart,None,"Real estate damage costs related to flood levels for the Rio de la Plata, Argentina (Barros et al., 2006).",https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg2_full_report.pdf
304,"Climate Change 2007: Impacts, Adaptation and Vulnerability",2007,Line Chart ,None,"Causes, selected consequences (dryland and wetland loss, people displaced) and the total costs of an assumed sea-level rise, for developing and developed countries, and as a global total. (based on Tol, 2007)",https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg2_full_report.pdf
305,"Climate Change 2007: Impacts, Adaptation and Vulnerability",2007,Line Chart,None,Economic impact of Hurricane Mitch and the 1998 to 1999 drought on Honduras,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg2_full_report.pdf
306,"Climate Change 2007: Impacts, Adaptation and Vulnerability",2007,Heat Map,None,"Decrease in surface area of Mt. Kilimanjaro glaciers from 1912 to 2003 (modified from Cullen et al., 2006)",https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg2_full_report.pdf
307,"Climate Change 2007: Impacts, Adaptation and Vulnerability",2007,Line Chart,None,Number of people (millions) with an increase in water stress,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg2_full_report.pdf
308,"Climate Change 2007: Impacts, Adaptation and Vulnerability",2007,Heat Map,Chloropleth,"Agricultural areas within the livestock-only systems (LGA) in arid and semi-arid areas, and rain-fed mixed crop/livestock systems (MRA) in semi-arid areas",https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg2_full_report.pdf
309,"Climate Change 2007: Impacts, Adaptation and Vulnerability",2007,Bar Graph,None,"Projected number of hot days (>30�C) and days of heavy rainfall (>100 mm/day) by the high resolution general circulation model (Hasumi and Emori, 2004).",https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg2_full_report.pdf
310,"Climate Change 2007: Impacts, Adaptation and Vulnerability",2007,Heat Map,Chloropleth,"The projected shift of permafrost boundary in North Asia due to climate change by 2100 (FNCRF, 2006).",https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg2_full_report.pdf
311,"Climate Change 2007: Impacts, Adaptation and Vulnerability",2007,Bar Graph,None,Annual inflow to Perth Water Supply System from 1911 to 2005,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg2_full_report.pdf
312,"Climate Change 2007: Impacts, Adaptation and Vulnerability",2007,Heat Map,Chloropleth,Change in annual river runoff between the 1961-1990 baseline period and two future time slices,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg2_full_report.pdf
313,"Climate Change 2007: Impacts, Adaptation and Vulnerability",2007,Heat Map,Chloropleth,"Change in combined amphibian and reptile species richness under climate change (A1FI emissions; HadCM3 GCM), assuming unlimited dispersal.",https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg2_full_report.pdf
314,"Climate Change 2007: Impacts, Adaptation and Vulnerability",2007,Choropleth Map,None,Key vulnerabilities of European systems and sectors to climate change during the 21st century for the main biogeographic regions of Europe,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg2_full_report.pdf
315,"Climate Change 2007: Impacts, Adaptation and Vulnerability",2007,Heat Map,Line Chart,Characteristics of the summer 2003 heatwave,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg2_full_report.pdf
316,"Climate Change 2007: Impacts, Adaptation and Vulnerability",2007,Dot Distribution Map,None,"Trends in rainfall in (a) South America (1960-2000). An increase is shown by a plus sign, a decrease by a circle.",https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg2_full_report.pdf
317,"Climate Change 2007: Impacts, Adaptation and Vulnerability",2007,Bar Graph,None,Total deforestation in Latin America (Mha) between 1990 and 2000. Number indicates deforestation rate (%/yr) for each country,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg2_full_report.pdf
318,"Climate Change 2007: Impacts, Adaptation and Vulnerability",2007,???,None,Key hotspots for Latin America,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg2_full_report.pdf
319,"Climate Change 2007: Impacts, Adaptation and Vulnerability",2007,???,None,Typical infrastructure lifetimes in North America,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg2_full_report.pdf
320,"Climate Change 2007: Impacts, Adaptation and Vulnerability",2007,Heat Map,Chloropleth,"Location maps of the North and South polar regions, including place names used in the text. T",https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg2_full_report.pdf
321,"Climate Change 2007: Impacts, Adaptation and Vulnerability",2007,Heat Map,Chloropleth,"Trends in annual Antarctic sea-ice duration in days per year, for the period 1978-2004, after Parkinson (2002)",https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg2_full_report.pdf
322,"Climate Change 2007: Impacts, Adaptation and Vulnerability",2007,Dot Distribution Map,Heat Map,Locations of Siberian lakes that have disappeared after a three-decade period of rising soil and air temperatures,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg2_full_report.pdf
323,"Climate Change 2007: Impacts, Adaptation and Vulnerability",2007,Heat Map,Chloropleth,Districts in India that rank highest in terms of vulnerability to: (a) climate change and (b) import competition,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg2_full_report.pdf
324,"Climate Change 2007: Impacts, Adaptation and Vulnerability",2007,Line Graph,None,"Probability (see �Key caveat� above on low confidence for specific quantitatitive results) of exceeding an equilibrium global warming of 2�C above pre-industrial (1.4�C above 1990 levels), for a range of CO2-equivalent stabilisation levels.",https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg2_full_report.pdf
325,"Climate Change 2007: Impacts, Adaptation and Vulnerability",2007,Line Graph,None,Probability of exceedence of a range of temperature thresholds for overshoot (OS500) and non-overshoot,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg2_full_report.pdf
326,Climate Change 2007 Mitigation,2007,Pie Chart,None,Global anthropogenic greenhousegas emissions in 2004,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
327,Climate Change 2007 Mitigation,2007,Line Chart,None,"Sources of global CO2 emissions, 1970�2004 (only direct emissions by sector).",https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
328,Climate Change 2007 Mitigation,2007,Bar Graph,None,GHG emissions by sector in 1990 and 2004 100-year GWPs from IPCC 1996,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
329,Climate Change 2007 Mitigation,2007,Line Chart,None,"Intensities of energy use and CO2 emissions, 1970�2004.",https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
330,Climate Change 2007 Mitigation,2007,Box and Whiskers,None,Decomposition of global energy-related CO2 emission changes at the global scale for three historical and three future decades.,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
331,Climate Change 2007 Mitigation,2007,Bar Graph,None,Global GHG emissions for 2000 and projected baseline emissions for 2030 and 2100 from IPCC SRES and the post-SRES literature.,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
332,Climate Change 2007 Mitigation,2007,Bar Graph,None,Emission impacts of exploring the full spectrum of technological uncertainty in a given scenario without climate policies.,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
333,Climate Change 2007 Mitigation,2007,Connected Scatter Plot,None,The impacts of different technology assumptions on energy systems costs and emissions,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
334,Climate Change 2007 Mitigation,2007,Line Chart,None,Comparison of population assumptions in post-SRES emissions scenarios with those used in previous scenarios,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
335,Climate Change 2007 Mitigation,2007,Line Chart,None,Comparison of GDP projections in post-SRES emissions scenarios with those used in previous scenarios. ,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
336,Climate Change 2007 Mitigation,2007,Line Chart,Connected Scatter Plot,Comparison of global GDP growth per person in the SRES scenarios and more recent projections,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
337,Climate Change 2007 Mitigation,2007,Line Chart,None,"omparison of 153 SRES and pre-SRES baseline energy scenarios in the literature compared with the 133 more recent, post-SRES scenarios.",https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
338,Climate Change 2007 Mitigation,2007,Line Chart,None,Development of carbon intensity of energy (left) and primary energy intensity of GDP (right). Historical development and projections from SRES and pre-SRES scenarios compared to post-SRES scenarios.,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
339,Climate Change 2007 Mitigation,2007,Line Chart,Line Chart,"Global cropland (a), forest land (b) and grassland (c) projections.",https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
340,Climate Change 2007 Mitigation,2007,Line Chart,None,Comparison of the SRES and pre-SRES energy-related and industrial CO2 emissions scenarios in the literature with the post-SRES scenarios.,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
341,Climate Change 2007 Mitigation,2007,Line Chart,Connected Scatter Plot,"Comparison of various long-term scenario studies for CO2 emissions. Left panel: IPCC SRES, EMF-21 range (grey area), indicating the range of the lowest and highest reported values in the EMF-21 study (Weyant et al., 2006). Right panel: Webster et al. (2002) and Richels et al. (",https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
342,Climate Change 2007 Mitigation,2007,Line Chart,None,Baseline land-use change and forestry carbon net emissions.,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
343,Climate Change 2007 Mitigation,2007,Connected Scatter Plot,Line Chart,"Development of baseline emissions in the EMF-21 scenarios (left) and comparison between EMF21 and SRES scenarios (right). Source: De la Chesnaye and Weyant , 2006; see also Van Vuuren et al., 2006b",https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
344,Climate Change 2007 Mitigation,2007,Line Chart,None ,Sulphur dioxide emission scenarios.,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
345,Climate Change 2007 Mitigation,2007,Line Chart,None,NOx emission scenarios.,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
346,Climate Change 2007 Mitigation,2007,Connected Scatter Plot,Connected Scatter Plot,Total black carbon (left panel) and organic carbon (right panel) emission estimates in scenarios from different studies.,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
347,Climate Change 2007 Mitigation,2007,Area Chart,None,Reduction of emissions in the stabilization strategies aiming for stabilization at 4.5 W/m2 (multi-gas strategies) in EMF-21.,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
348,Climate Change 2007 Mitigation,2007,Connected Scatter Plot,None,Relationship of total radiative forcing vis-�-vis CO2 concentration for the year 2100,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
349,Climate Change 2007 Mitigation,2007,Area Chart,Area Chart,Emissions pathways of mitigation scenarios for alternative groups of stabilization targets (,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
350,Climate Change 2007 Mitigation,2007,Box and Whiskers,None,Relationship between the scenario�s cumulative carbon dioxide,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
351,Climate Change 2007 Mitigation,2007,Box and Whiskers,None,"Relationship between the stringency of the stabilization target (category I to VI) and 1) the time at which CO2 missions have to peak (left-hand panel), and 2) the year when emissions return to present (2000) levels.",https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
352,Climate Change 2007 Mitigation,2007,Scatter Plot,Scatter Plot,Relationship between required cumulative emissions reduction and carbon emissions in the baseline by 2030 (,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
353,Climate Change 2007 Mitigation,2007,Scatter Plot,Scatter Plot,Response index to assess priority setting in energy-intensity reduction (more than 1) or in carbon-intensity reduction (less than 1) for post-TAR stabilization,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
354,Climate Change 2007 Mitigation,2007,Bar Graph,None,Cumulative contribution of alternative mitigation measures by source,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
355,Climate Change 2007 Mitigation,2007,Bar Graph,None,Cumulative emissions reductions for alternative mitigation measures for 2000 to 2030 (left-hand panel) and for 2000-2100 (right-hand panel).,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
356,Climate Change 2007 Mitigation,2007,Bar Graph,Bar Graph,Primary energy mix for the years 2030 and 2100. Illustrative scenarios aim at stabilizing radiative forcing at low (3�3.6 W/m2) and intermediate levels,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
357,Climate Change 2007 Mitigation,2007,Connected Scatter Plot,Connected Scatter Plot,"Relationship between the cost of mitigation and long-term stabilization targets (radiative forcing compared to pre-industrial level, W/m2 and CO2-eq",https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
358,Climate Change 2007 Mitigation,2007,Connected Scatter Plot,Connected Scatter Plot,Reduction of emissions in the CO2-only versus multi-gas strategies.,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
359,Climate Change 2007 Mitigation,2007,box and Whiskers,None,Reduction in GHG abatement price (%) in multi-gas stabilization,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
360,Climate Change 2007 Mitigation,2007,Connected Scatter Plot,Connected Scatter Plot,"Cost-effective agriculture, forest, and commercial biomass annual greenhouse gas emissions abatement from baselines from various 2100 stabilization",https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
361,Climate Change 2007 Mitigation,2007,Bar Graph,None,"Cumulative cost-effective agricultural, forestry, and biomass abatement 2000�2100 from various 2100 stabilization scenarios",https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
362,Climate Change 2007 Mitigation,2007,Connected Scatter Plot,None,Commercial biomass primary energy scenarios above baseline fromvarious 2100 stabilization scenarios.,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
363,Climate Change 2007 Mitigation,2007,Scatter Plot,Scatter Plot,Relationship between carbon prices and CO2 reduction from baseline in 2050 in selected countries taken from the literature published since the TAR.,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
364,Climate Change 2007 Mitigation,2007,Bar Graph,Bar Graph,"Median, 25th and 75th percentile of global cumulative carbon emissions by 2100 in the scenarios developed since 2001.",https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
365,Climate Change 2007 Mitigation,2007,Line Chart,Area Chart,Impact of technology on global carbon emissions in reference and climate mitigation scenarios.,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
366,Climate Change 2007 Mitigation,2007,Box and Whiskers,Box and Whiskers,Deployment of primary energy technologies across pre-2001 scenarios by 2030 and 2100,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
367,Climate Change 2007 Mitigation,2007,Box and Whiskers,Box and Whiskers,Deployment of primary energy technologies across post-2001 scenarios by 2030 and 2100:,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
368,Climate Change 2007 Mitigation,2007,3d bar chart,3d bar chart,The value of improved technology.,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
369,Climate Change 2007 Mitigation,2007,Line Chart,none,Relationship between global mean equilibrium temperature change and stabilization concentration of greenhouse gases using: (i) �best estimate� climate sensitivity,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
370,Climate Change 2007 Mitigation,2007,Scatter Plot,None,Permit price versus level of emission reduction � total economy in 2030,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
371,Climate Change 2007 Mitigation,2007,Scatter Plot,None,"Permit price versus emission reduction level � several sectors in 2030 (vertical lines indicate levels at 20, 50 and 100 US$/tCO2).",https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
372,Climate Change 2007 Mitigation,2007,Bar Graph,none,"Global annual primary energy demand (including traditional biomass),1971 � 2003 by region.",https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
373,Climate Change 2007 Mitigation,2007,alluvial diagram,none,"Global energy flows (EJ in 2004) from primary energy through carriers to end-uses and losses. Related carbon dioxide emissions from coal, gas and oil combustion are also shown, as well as resources (vertical bars to the left).",https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
374,Climate Change 2007 Mitigation,2007,Area Chart,None,World primary energy consumption by fuel type.,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
375,Climate Change 2007 Mitigation,2007,Line Chart,None,Global trends in carbon dioxide emissions from fuel combustion by region from 1971 to 2004.,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
376,Climate Change 2007 Mitigation,2007,Choropleth,None,"lobal annual energy consumption per capita by region (toe/capita). Source: BP, 2004.",https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
377,Climate Change 2007 Mitigation,2007,Scatter Plot,None,Estimates of the global ultimate extractable conventional oil resource by year of publications.,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
378,Climate Change 2007 Mitigation,2007,???,None,Evolution of nuclear power systems from Generation I commercial reactors in the 1950s up to the future Generation IV systems which could be operational after about 2030.,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
379,Climate Change 2007 Mitigation,2007,Bar Graph,None,Estimated years of uranium-resource availability for various nuclear technologies at 2004 nuclear-power utilization levels.,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
380,Climate Change 2007 Mitigation,2007,Connected Scatter Plot,None,"Investment costs and penetration rates for PV, wind and bioethanol systems showing cost reductions of 20% due to technological development and learning experience for every doubling of capacity once the technology has matured.",https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
381,Climate Change 2007 Mitigation,2007,Bar Graph,None,Development of wind-generation costs based on Danish experience since 1985 with variations shown due to land surface and terrain variations,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
382,Climate Change 2007 Mitigation,2007,Line Chart,None,Ratio of electricity to total primary energy in the US since 1900.,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
383,Climate Change 2007 Mitigation,2007,Bar Graph,none,GHG emissions for alternative electricity-generation systems.,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
384,Climate Change 2007 Mitigation,2007,Bar Graph,none,Carbon dioxide emissions and conversion efficiencies of selected coal and gas-fired power generation and CHP plants.,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
385,Climate Change 2007 Mitigation,2007,Bar Graph,None,Comparison of net electricity production per 1000MWe of installed capacity for a range of power-generation technology systems in Japan.,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
386,Climate Change 2007 Mitigation,2007,Bar Graph,None,Recent growth in distributed electricity generation using fossil-fuel resources in North America,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
387,Climate Change 2007 Mitigation,2007,Bar Graph,None,Indicative comparison of selected primary energy-supply baseline (reference) and policy scenarios from 2004 to 2030 and related total energy-related emissions in 2004 and 2030,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
388,Climate Change 2007 Mitigation,2007,alluvial diagram,None,Predicted world energy sources to meet growing demand by 2030 based on updated SRES B2 scenario,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
389,Climate Change 2007 Mitigation,2007,Box and Whiskers,None,"Projected power-generating levelized costs for actual and planned coal (C), gas (G) nuclear (N), wind (W) and hydro (H) power plants with assumed capital interest rates of 5 or 10%.",https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
390,Climate Change 2007 Mitigation,2007,Bar Graph,None,External costs (�/MWh) of current and more advanced electricity systems associated with emissions from the operation of the power plant and the rest of the fuel-supply chain,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
391,Climate Change 2007 Mitigation,2007,Area Chart,None,Indicative low(a) and high(b) range estimates of the mitigation potential in the electricity sector based on substitution of existing fossil-fuel thermal power,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
392,Climate Change 2007 Mitigation,2007,Area Chart,None,Potential increased emissions from the greater uptake of unconventional oils by 2030,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
393,Climate Change 2007 Mitigation,2007, Bar graph,None,Indoor levels of particulate concentrations emitted from wood fuel combustion in selected developing countries,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
394,Climate Change 2007 Mitigation,2007,Bar Graph,Bar Graph,"IEA member government budgets for total renewable energy R&D annual investments for 1974�2003 (left, a) and investment per capita, averaged between 1990 and 2003 (right, b).",https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
395,Climate Change 2007 Mitigation,2007,Area Chart,none,"Historical and projected CO2 emission from transport by modes,1970�2050",https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
396,Climate Change 2007 Mitigation,2007,Area Chart,None,Total stock of light-duty vehicles by region,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
397,Climate Change 2007 Mitigation,2007,Line Chart,None,"Historical and projected CO2 emissions of seagoing shipping, 1990-2050",https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
398,Climate Change 2007 Mitigation,2007,Box and Whiskers,None,Reduction of well-to-wheels GHG emissions compared to conventionally fuelled vehicles,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
399,Climate Change 2007 Mitigation,2007,Bar Graph,None,Comparison of three studies on Well-to-wheels CO2 emission analyses,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
400,Climate Change 2007 Mitigation,2007,Bar Graph,none,Projections for transport GHG emissions in 2020 for some cities of developing countries,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
401,Climate Change 2007 Mitigation,2007,Area Chart,none,"Two possible scenarios for GHG reductions in Light-duty vehicles Source: IEA, 2004b.",https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
402,Climate Change 2007 Mitigation,2007,Line Chart,none,Light-duty vehicle CO2 emissions for three scenarios,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
403,Climate Change 2007 Mitigation,2007,Bar Graph,None,Co-benefits from different mitigation measures in Santiago de Chile,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
404,Climate Change 2007 Mitigation,2007,Bar Graph,None,"Carbon dioxide emissions from energy, 2004",https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
405,Climate Change 2007 Mitigation,2007, Bar graph,None,CO2 emissions including through the use of electricity: A1B (top) and B2 (bottom) IPCC (SRES) scenarios,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
406,Climate Change 2007 Mitigation,2007,Pie Chart,Pie Chart,Breakdown of residential and commercial sector energy use in United States (2005) and China (2000).,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
407,Climate Change 2007 Mitigation,2007,Line Chart,None,Supply curves of conserved CO2 for commercial and residential sectora in 2020b for different world regions,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
408,Climate Change 2007 Mitigation,2007,Bar Graph,None,"The Impact of the EU Appliance Label (A++ to G, with G being the least efficient) on the Market of Cold Appliances in EU-25.",https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
409,Climate Change 2007 Mitigation,2007,Bar Graph,Bar Graph,Electricity and gas prices and taxes for households in 2004,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
410,Climate Change 2007 Mitigation,2007,Bar Graph,Bar Graph,CO2 reduction potential of eight energy saving technologies in 2030,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
411,Climate Change 2007 Mitigation,2007,Connected Scatter Plot,None,"Design energy consumption trends in world ammonia plants Sources: Chaudhary, 2001; PSI, 2004.",https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
412,Climate Change 2007 Mitigation,2007,???,,,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
413,Climate Change 2007 Mitigation,2007,Line Chart,None,"Per-capita area of arable land and pasture, in developed and developing countries.",https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
414,Climate Change 2007 Mitigation,2007,Bar Graph,Bar Graph,Estimated historical and projected N2O and CH4 emissions in the agricultural sector of the ten world regions during the period 1990-2020.,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
415,Climate Change 2007 Mitigation,2007,Box and Whiskers,Box and Whiskers,Global (A) and regional (B) estimates of technical mitigation potential by 2030,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
416,Climate Change 2007 Mitigation,2007,Bar Graph,None,Global technical mitigation potential by 2030 of each agricultural management practice showing the impacts of each practice on each GHG.,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
417,Climate Change 2007 Mitigation,2007,choropleth,None,"Total technical mitigation potentials (all practices, all GHGs: MtCO2-eq/yr) for each region by 2030, showing mean estimates",https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
418,Climate Change 2007 Mitigation,2007,Box and Whiskers,None,"Total technical mitigation potentials (all practices, all GHGs) for each region by 2030",https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
419,Climate Change 2007 Mitigation,2007,Scatter Plot,None,Global agricultural mitigation potential in 2030 from top-down models by carbon price and stabilisation target,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
420,Climate Change 2007 Mitigation,2007,box and Whiskers,None,Global economic potentials for agricultural mitigation arising from various practices shown for comparable carbon prices at 2030.,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
421,Climate Change 2007 Mitigation,2007,Bar Graph,None,Economic potential for GHG agricultural mitigation by 2030 at a range of prices of CO2-eq,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
422,Climate Change 2007 Mitigation,2007,Cartogram,None,Net change in forest area between 2000 and 2005,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
